,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
217,2492,0,0,2,0,3,1,2146.0,0.0,2,5,1.0,0.0,0,346.0,1,2,2,0,4,0,4,0,5,5,1,2,2,6,949.0,3.0,2492,1,1,0,2,1678,1,0,1,1,14836,4,0,0,20,3,730.0,3,0,2,16,235,5,10,2,0,1,3,0,,8,0,8,2492.0,226,2004,2005,2009
218,2200,0,0,3,0,3,1,1557.0,0.0,2,5,1.0,0.0,0,643.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,685.0,3.0,2200,1,1,0,2,1679,1,0,3,0,15262,0,0,0,20,3,470.0,1,0,7,16,55,5,8,2,0,1,3,4,,8,0,8,2200.0,208,2003,2004,2009
219,1884,0,0,2,4,3,3,800.0,0.0,2,5,1.0,0.0,0,1084.0,1,2,2,0,4,0,4,0,8,8,1,2,2,6,649.0,2.0,1884,0,1,0,2,1680,1,0,3,0,7390,4,0,0,120,3,308.0,1,0,5,16,90,5,9,2,0,1,3,5,,6,0,6,1884.0,231,2008,2009,2009
220,1456,0,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,0,1451.0,1,2,2,0,4,0,4,0,12,13,1,2,2,6,539.0,2.0,1456,0,1,0,2,1681,1,0,3,0,6472,4,3,0,120,3,500.0,1,0,4,16,42,5,9,2,0,1,3,4,,8,0,6,1451.0,192,2008,2008,2009
221,1712,0,0,3,0,3,1,1196.0,0.0,2,5,1.0,0.0,0,516.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,701.0,3.0,1712,0,1,0,2,1682,1,2,3,0,16770,0,3,0,20,3,270.0,1,0,9,16,183,5,8,2,0,1,3,4,,8,0,8,1712.0,218,2002,2003,2009
222,1405,0,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,1405.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,478.0,2.0,1405,0,1,0,2,1683,1,2,3,0,3480,4,3,0,120,3,163.0,3,0,11,16,36,5,7,2,0,1,1,4,,8,0,6,1405.0,148,2003,2003,2009
223,728,728,0,3,0,1,3,0.0,0.0,5,5,0.0,0.0,2,728.0,1,6,2,0,4,0,4,2,12,13,1,2,2,6,390.0,2.0,1456,1,1,0,5,1684,1,2,3,0,10928,4,3,0,60,3,0.0,2,0,6,8,0,5,7,2,0,1,1,4,,8,0,8,728.0,100,2005,2005,2009
224,745,745,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,745.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,392.0,2.0,1490,1,1,0,5,1685,1,2,3,0,8918,4,0,0,60,3,0.0,2,0,7,8,20,5,6,2,0,1,1,4,,8,0,7,745.0,36,2005,2006,2009
225,1220,0,0,2,4,3,0,16.0,0.0,2,5,0.0,0.0,2,1204.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,397.0,2.0,1220,0,1,0,2,1686,1,2,3,0,3182,4,3,0,120,3,16.0,1,0,8,0,16,5,7,2,0,1,1,4,,8,0,5,1220.0,100,2005,2006,2009
226,744,630,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,0,4,0,4,2,14,15,1,2,2,6,400.0,2.0,1374,1,1,0,7,1687,1,2,3,0,9434,4,0,0,80,3,0.0,2,0,8,8,0,5,7,2,0,1,1,4,,8,0,6,384.0,100,2004,2005,2009
227,868,762,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,868.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,436.0,2.0,1630,1,1,0,5,1688,1,2,3,0,7984,4,0,0,60,3,200.0,1,0,9,8,48,5,7,2,0,1,1,4,,8,0,7,868.0,120,2004,2005,2009
228,846,748,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,2,846.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,434.0,2.0,1594,1,1,0,5,1689,1,2,3,0,10125,4,0,0,60,3,0.0,2,0,7,8,48,5,7,2,0,1,1,4,,8,0,7,846.0,300,2004,2004,2009
229,806,683,0,3,0,3,3,652.0,0.0,2,5,1.0,0.0,2,130.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,400.0,2.0,1489,1,1,0,5,1690,1,2,3,0,8965,4,0,0,60,3,0.0,2,0,6,8,75,5,7,2,0,1,1,4,,8,0,8,782.0,0,2003,2003,2009
230,698,644,0,3,0,3,3,494.0,0.0,2,5,1.0,0.0,2,204.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,393.0,2.0,1342,1,1,0,5,1691,1,2,3,0,8174,4,0,0,60,3,0.0,2,0,5,8,56,5,7,2,0,1,1,4,,8,0,7,698.0,100,2003,2003,2009
231,878,1126,0,4,0,3,3,651.0,0.0,2,5,1.0,0.0,0,219.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,644.0,3.0,2004,1,1,0,5,1692,1,2,3,0,12891,0,0,0,60,3,,2,0,7,8,48,5,8,2,0,1,1,4,,8,0,8,870.0,0,2002,2002,2009
232,744,630,0,3,0,3,2,241.0,113.0,2,4,0.0,0.0,2,30.0,1,6,2,0,4,0,4,2,12,13,0,2,2,6,400.0,2.0,1374,1,1,0,7,1693,1,2,3,0,9734,4,0,0,80,3,0.0,2,0,5,8,0,5,7,2,0,1,1,4,,8,0,7,384.0,0,2004,2004,2009
233,819,695,0,3,0,3,3,683.0,0.0,2,5,1.0,0.0,2,111.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,394.0,2.0,1514,1,1,0,5,1694,1,3,3,0,8433,4,0,0,60,3,0.0,2,0,6,8,72,5,6,2,0,1,1,4,,8,0,7,794.0,0,2000,2000,2009
234,774,656,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,400.0,2.0,1430,1,1,0,7,1695,1,3,3,0,7750,4,3,0,80,3,0.0,2,0,3,8,0,5,7,2,0,1,1,4,,8,0,7,384.0,0,1999,2000,2009
235,1223,1089,0,4,0,3,3,913.0,0.0,0,5,1.0,0.0,2,264.0,1,8,2,0,4,0,4,2,12,13,1,2,2,6,658.0,3.0,2312,1,1,0,5,1696,1,2,3,0,15896,1,1,0,60,3,210.0,1,0,5,8,0,5,7,2,0,1,1,4,,8,0,8,1177.0,298,1999,1999,2009
236,774,656,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,384.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,410.0,2.0,1430,1,1,0,7,1697,1,3,3,0,7848,4,0,0,80,3,0.0,2,0,6,8,0,6,7,2,0,1,1,4,,8,0,7,384.0,0,1999,1999,2009
237,1466,1221,0,4,0,3,2,1173.0,0.0,2,5,1.0,0.0,2,282.0,1,2,2,0,4,0,4,2,12,13,2,2,2,6,810.0,3.0,2687,1,1,0,5,1698,1,2,3,0,12720,4,3,0,60,3,150.0,1,0,9,15,30,5,8,2,0,1,1,4,,8,0,10,1455.0,252,2000,2000,2009
238,2063,0,0,3,0,3,0,236.0,1526.0,1,2,1.0,0.0,2,262.0,1,2,2,0,4,0,4,2,13,14,2,2,2,6,815.0,3.0,2063,0,1,0,2,1699,1,2,3,0,10750,1,0,0,20,3,634.0,1,0,6,15,56,5,8,2,0,1,3,4,,8,0,7,2024.0,182,1994,1995,2009
239,1094,967,0,3,0,3,3,816.0,0.0,2,5,1.0,0.0,2,254.0,1,2,2,0,4,209,4,2,12,13,1,2,2,6,647.0,2.0,2061,1,1,0,5,1700,1,2,3,0,9085,4,3,0,60,3,286.0,1,0,11,15,102,5,7,2,0,1,1,4,,8,0,7,1070.0,296,1995,1996,2009
240,1215,1017,0,3,0,3,3,624.0,0.0,2,5,1.0,0.0,2,549.0,1,2,2,0,4,0,4,2,6,6,1,2,2,6,623.0,2.0,2232,1,1,0,5,1701,1,2,3,0,11692,4,0,0,60,3,372.0,1,0,10,15,165,5,8,2,0,1,1,4,,8,0,8,1173.0,173,1993,1994,2009
241,1696,0,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,2,1696.0,1,4,2,0,4,0,4,2,12,13,0,2,2,6,972.0,3.0,1696,0,1,0,2,1702,1,2,3,0,11194,4,0,0,20,3,240.0,3,0,9,21,56,5,8,2,0,1,1,4,,8,0,7,1696.0,120,2008,2008,2009
242,1658,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1614.0,1,4,2,0,4,0,4,2,12,13,1,2,2,6,726.0,3.0,1658,1,1,0,2,1703,1,2,3,0,10206,4,3,0,20,3,294.0,1,0,9,21,44,5,8,2,0,1,1,4,,8,0,7,1614.0,144,2008,2008,2009
243,1702,0,0,3,0,3,0,1294.0,0.0,2,5,1.0,0.0,2,408.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,844.0,3.0,1702,0,1,0,2,1704,1,2,3,0,10130,4,3,0,20,3,260.0,3,0,3,21,69,5,8,2,0,1,1,4,,8,0,7,1702.0,0,2007,2007,2009
244,1432,0,0,3,0,3,0,379.0,0.0,2,5,0.0,0.0,0,1043.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,492.0,2.0,1432,0,1,0,2,1705,1,2,3,0,9139,4,0,0,20,3,206.0,3,0,9,21,50,5,8,2,0,1,3,4,,8,0,7,1422.0,297,2006,2006,2009
245,2490,0,0,2,0,3,1,2158.0,0.0,2,5,1.0,0.0,0,300.0,1,4,4,0,4,0,4,0,12,13,2,2,2,6,795.0,3.0,2490,0,1,0,2,1706,1,0,3,0,11128,0,3,0,20,3,198.0,3,0,10,21,226,5,9,2,0,1,3,4,,8,0,9,2458.0,70,2005,2006,2009
246,1436,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,0,1436.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,529.0,2.0,1436,0,1,0,2,1707,1,2,3,0,7993,4,0,0,20,1,,2,0,10,21,121,5,7,2,0,1,1,5,,6,0,6,1436.0,0,2008,2009,2009
247,1402,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1402.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,625.0,2.0,1402,0,1,0,2,1708,1,2,3,0,8640,4,3,0,20,1,0.0,2,0,5,21,126,5,7,2,0,1,3,4,,8,0,7,1402.0,205,2008,2008,2009
248,1530,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1530.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,984.0,3.0,1530,0,1,0,2,1709,1,2,3,0,12606,4,0,0,20,1,120.0,3,0,5,21,136,5,9,2,0,1,1,4,,8,0,7,1530.0,212,2007,2008,2009
249,1448,0,0,2,0,3,3,24.0,0.0,2,5,0.0,0.0,2,1348.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,692.0,2.0,1448,0,1,0,2,1710,1,2,3,0,7500,4,3,0,20,1,238.0,3,0,6,21,140,5,8,2,0,1,1,4,,8,0,6,1372.0,0,2006,2007,2009
250,909,886,0,3,0,1,3,682.0,0.0,2,5,1.0,0.0,0,218.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,782.0,3.0,1795,1,1,0,5,1711,1,2,3,0,10603,4,3,0,60,1,121.0,3,0,7,21,45,5,8,2,0,1,3,4,,8,0,8,900.0,168,2006,2006,2009
251,1836,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1836.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,517.0,2.0,1836,0,1,0,2,1712,1,2,3,0,8125,0,3,0,20,1,288.0,1,0,10,21,175,5,8,2,0,1,3,5,,6,0,8,1836.0,0,2008,2009,2009
252,1662,0,0,3,0,3,3,1430.0,0.0,2,5,1.0,0.0,2,222.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,711.0,3.0,1662,0,1,0,2,1713,1,0,3,0,10625,4,3,0,20,1,0.0,2,0,3,21,120,5,7,2,0,1,1,4,,8,0,8,1652.0,168,2006,2007,2009
253,1553,0,0,3,0,3,3,771.0,360.0,2,0,1.0,0.0,2,422.0,1,2,2,0,4,0,4,2,12,15,0,2,2,6,588.0,2.0,1553,0,1,0,2,1714,1,2,3,0,8736,4,0,0,20,1,0.0,2,0,8,21,88,5,7,2,0,1,1,4,,8,0,6,1553.0,192,2003,2004,2009
254,812,841,0,3,0,3,3,410.0,0.0,2,5,1.0,0.0,2,402.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,628.0,2.0,1653,1,1,0,5,1715,1,2,3,0,8127,4,0,0,60,1,0.0,2,0,3,21,45,5,7,2,0,1,1,4,,8,0,6,812.0,0,2003,2003,2009
255,1218,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1218.0,1,2,2,0,4,0,4,2,12,13,0,2,1,6,576.0,2.0,1218,1,1,0,2,1716,1,2,3,0,9605,0,3,0,20,3,0.0,2,0,4,20,178,6,7,2,0,1,1,4,,8,0,6,1218.0,0,2007,2007,2009
256,1141,0,0,3,0,1,3,54.0,0.0,2,5,1.0,0.0,2,1087.0,1,2,2,0,4,0,4,2,12,13,0,2,1,6,484.0,2.0,1141,1,1,0,2,1717,1,2,3,0,7500,4,3,0,20,3,0.0,2,0,6,20,0,5,7,2,0,1,1,4,,8,0,6,1141.0,182,2006,2006,2009
257,1158,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1158.0,1,2,2,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1158,1,1,0,2,1718,1,2,3,0,7500,4,3,0,20,3,0.0,2,0,8,20,50,5,6,2,0,1,1,4,,8,0,5,1158.0,0,2004,2004,2009
258,871,941,0,3,0,3,1,0.0,0.0,5,5,0.0,0.0,2,835.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,478.0,2.0,1812,1,1,0,5,1719,1,2,3,0,10628,0,0,0,60,3,0.0,2,0,1,20,91,5,7,2,0,1,1,4,,8,0,8,835.0,146,2004,2004,2009
259,1512,0,0,3,0,3,1,516.0,774.0,1,4,0.0,0.0,2,222.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,845.0,3.0,1512,0,1,0,2,1720,1,2,3,0,10141,4,0,0,20,3,264.0,1,0,1,20,36,5,8,2,0,5,1,4,,8,0,6,1512.0,210,2004,2004,2009
260,1114,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1114.0,1,5,2,0,4,0,4,2,12,13,0,2,1,6,576.0,2.0,1114,1,1,0,2,1721,1,2,3,0,13072,4,3,0,20,3,0.0,2,0,5,20,102,5,7,2,0,1,1,4,,8,0,6,1114.0,248,2004,2005,2009
261,1114,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1114.0,1,5,2,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1114,1,1,0,2,1722,1,2,3,0,13072,4,3,0,20,3,0.0,2,0,8,20,39,5,5,2,0,1,1,4,,8,0,6,1114.0,0,2004,2004,2009
262,1114,0,0,3,0,3,3,836.0,0.0,2,5,1.0,0.0,2,278.0,1,5,2,0,4,0,4,3,12,13,0,2,2,6,576.0,2.0,1114,0,1,0,2,1723,1,2,3,0,12450,4,3,0,20,3,0.0,2,0,6,20,42,5,5,2,0,1,1,4,,8,0,6,1114.0,0,2003,2004,2009
263,1450,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1450.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,788.0,3.0,1450,0,1,0,2,1724,1,2,3,0,7328,4,3,0,20,3,140.0,1,0,2,20,93,5,7,2,0,1,1,5,,6,0,6,1450.0,0,2008,2009,2009
264,913,1209,0,4,0,3,3,637.0,0.0,2,5,1.0,0.0,2,276.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,559.0,2.0,2122,1,1,0,5,1725,1,2,3,0,11492,1,0,0,60,3,132.0,1,0,4,20,74,5,7,2,0,1,1,4,,8,0,8,913.0,0,1996,1997,2009
265,833,897,0,3,0,1,3,52.0,364.0,2,4,0.0,0.0,2,400.0,1,2,2,0,4,0,2,2,6,6,0,2,2,6,528.0,2.0,1730,1,1,0,5,1726,1,2,3,0,7703,4,3,0,60,3,0.0,2,0,11,20,91,6,6,2,0,1,1,4,,8,168,6,816.0,0,1992,1992,2009
266,1332,0,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,1332.0,1,2,2,0,4,0,4,2,9,7,0,2,2,6,542.0,2.0,1332,0,1,2,2,1727,1,2,3,0,7175,4,3,0,120,3,0.0,2,0,2,20,60,5,6,2,0,1,1,4,,8,0,5,1332.0,0,1990,1991,2009
267,754,786,0,3,0,3,3,36.0,596.0,3,2,1.0,0.0,2,122.0,1,5,2,0,4,0,4,2,12,13,0,2,2,6,495.0,2.0,1540,1,1,0,5,1728,1,2,3,0,9109,4,3,0,60,3,0.0,2,0,10,20,32,5,7,2,0,1,1,4,,8,0,6,754.0,140,1994,1994,2009
268,698,702,0,3,0,3,3,331.0,0.0,4,5,0.0,0.0,2,345.0,1,2,2,0,4,0,2,3,12,13,0,1,2,6,465.0,2.0,1400,1,1,4,5,1729,1,3,3,0,10274,1,0,0,60,3,141.0,1,0,7,20,48,7,6,2,0,1,1,4,,8,0,6,676.0,0,1986,1986,2009
269,964,918,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,4,3,13,15,2,3,2,6,612.0,2.0,1882,0,1,4,5,1730,2,3,3,0,8250,4,3,0,90,3,0.0,2,0,5,20,0,7,6,2,0,1,1,4,,8,0,8,0.0,0,1981,1981,2009
270,980,0,0,3,0,3,3,68.0,884.0,3,1,1.0,0.0,3,28.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,400.0,2.0,980,0,1,2,2,1731,1,3,3,0,9750,4,0,0,20,3,0.0,2,0,11,19,28,5,5,2,0,1,3,4,,8,0,5,980.0,0,1962,1962,2009
271,864,0,0,3,0,3,3,660.0,0.0,2,5,1.0,0.0,3,204.0,1,1,2,0,4,0,4,3,8,8,0,1,1,6,732.0,2.0,864,0,1,0,2,1732,1,3,3,0,8499,0,0,0,20,3,0.0,2,0,6,19,312,6,5,2,0,1,1,4,,8,0,5,864.0,0,1961,1961,2009
272,864,0,0,2,0,3,3,864.0,0.0,1,5,0.0,0.0,3,0.0,1,2,2,0,4,0,4,3,13,10,0,1,1,6,440.0,1.0,864,0,1,4,2,1733,1,3,3,0,9079,4,0,0,20,3,0.0,2,0,7,19,0,5,5,2,0,1,1,4,,8,0,5,864.0,158,1961,1961,2009
273,1020,0,0,3,0,3,3,544.0,0.0,4,5,0.0,0.0,3,480.0,1,2,2,0,4,0,4,3,6,10,0,1,2,6,288.0,1.0,1020,0,1,2,2,1734,1,3,3,0,9316,4,0,0,20,3,0.0,2,0,5,19,0,5,5,2,0,1,1,3,,7,0,5,1024.0,171,1965,1965,2009
274,912,0,0,3,0,3,3,624.0,0.0,0,5,1.0,0.0,3,288.0,1,5,2,0,4,0,2,2,9,10,0,1,1,6,300.0,1.0,912,0,1,0,2,1735,1,2,3,0,7791,4,0,0,20,3,0.0,2,0,10,19,0,8,5,2,0,1,1,4,,8,0,6,912.0,0,1963,1995,2009
275,912,0,0,3,0,3,3,140.0,590.0,3,1,0.0,1.0,3,182.0,1,1,2,0,4,0,4,3,12,13,0,1,1,6,252.0,1.0,912,0,1,2,2,1736,1,3,3,0,7150,4,3,0,20,3,60.0,1,0,10,19,0,6,5,2,0,1,1,4,,8,0,6,912.0,0,1962,1962,2009
276,2014,0,255,2,0,1,1,1733.0,92.0,0,4,1.0,0.0,2,189.0,1,2,2,0,4,0,2,2,12,13,2,1,2,0,864.0,3.0,2014,0,1,2,2,1737,1,2,2,0,15676,4,0,0,20,3,115.0,1,0,4,24,0,8,8,2,0,1,1,4,,8,0,6,2014.0,462,1980,1980,2009
277,975,780,0,3,0,3,3,601.0,216.0,2,0,0.0,1.0,2,158.0,1,2,2,0,4,0,2,2,12,13,1,2,2,6,524.0,2.0,1755,1,1,0,5,1738,1,2,3,0,11949,4,3,0,60,3,196.0,1,0,7,15,60,8,7,2,0,1,1,4,,8,0,7,975.0,502,1991,2008,2009
278,1376,1629,0,3,3,3,3,0.0,0.0,5,5,0.0,0.0,2,1376.0,1,2,2,0,4,0,4,2,8,8,1,2,2,4,704.0,3.0,3005,1,1,0,5,1739,1,2,3,0,2880,4,3,0,160,1,0.0,2,0,7,21,177,5,7,2,0,1,1,4,,8,0,9,1376.0,0,2004,2005,2009
279,1726,0,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,1726.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,561.0,2.0,1726,1,1,0,2,1740,1,2,3,0,3830,4,0,0,120,1,280.0,3,0,1,21,254,5,6,2,0,1,1,5,,6,0,6,1726.0,0,2008,2008,2009
280,1256,0,0,1,4,3,3,962.0,0.0,2,5,1.0,0.0,2,183.0,1,2,2,0,4,0,4,2,12,13,1,2,1,6,641.0,2.0,1256,1,1,0,2,1741,1,2,3,0,4217,4,0,0,120,1,252.0,3,0,3,21,169,5,6,2,0,1,1,4,,8,0,5,1145.0,0,2008,2008,2009
281,756,756,0,2,4,3,3,507.0,0.0,2,5,1.0,0.0,2,249.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,440.0,2.0,1512,1,1,0,5,1742,1,2,3,0,2998,4,3,0,160,1,513.0,1,0,8,21,32,5,6,2,0,1,1,4,,8,0,4,756.0,0,2000,2000,2009
282,713,739,0,3,4,3,3,549.0,0.0,2,5,1.0,0.0,2,142.0,1,2,2,0,4,0,4,2,8,8,0,2,2,6,506.0,2.0,1452,1,1,0,5,1743,1,2,3,0,3768,2,3,0,160,1,218.0,1,0,9,21,34,5,7,2,0,1,3,4,,8,0,6,691.0,0,1999,1999,2009
283,1694,0,225,2,0,1,1,1252.0,136.0,2,0,1.0,0.0,2,306.0,1,2,2,0,4,0,0,0,8,8,1,1,2,6,642.0,2.0,1694,0,1,0,2,1744,1,0,3,0,14694,4,0,0,20,3,450.0,1,0,6,24,120,9,8,2,0,1,1,4,,8,0,5,1694.0,501,1977,2008,2009
284,1740,0,0,2,0,3,2,121.0,0.0,3,5,0.0,0.0,2,1619.0,1,2,2,0,4,218,4,2,3,3,0,1,1,6,540.0,2.0,1740,1,1,4,2,1745,1,2,3,0,15417,4,3,0,20,3,0.0,2,0,6,24,20,5,7,2,0,1,1,4,,8,0,7,1740.0,228,1981,1981,2009
285,1487,1012,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,392.0,1,1,2,0,4,0,2,2,9,10,1,1,2,6,527.0,2.0,2499,1,1,0,7,1746,1,3,2,1,9600,2,3,0,80,3,200.0,1,0,1,24,64,5,8,2,0,1,1,0,,8,0,5,392.0,0,1976,1976,2009
286,1285,782,0,3,0,3,2,560.0,42.0,2,3,0.0,0.0,3,150.0,1,4,2,0,4,0,4,3,12,13,2,1,2,6,784.0,2.0,2067,1,1,4,5,1747,1,2,3,0,12732,1,0,0,60,3,0.0,2,0,6,14,40,6,7,2,0,1,1,4,,8,0,7,752.0,297,1974,1974,2009
287,1271,1369,0,5,0,3,3,0.0,0.0,5,5,0.0,0.0,3,932.0,1,3,2,0,4,0,4,3,8,8,1,2,2,6,515.0,2.0,2640,1,1,2,5,1748,1,2,3,0,10400,4,3,0,60,3,256.0,1,0,5,14,120,7,6,2,0,1,1,4,,8,168,8,932.0,0,1967,1997,2009
288,1336,0,0,3,0,3,2,553.0,147.0,0,4,0.0,1.0,2,588.0,1,1,2,0,4,0,4,3,6,6,1,1,2,6,502.0,2.0,1336,0,1,4,2,1749,1,3,3,0,9600,4,3,0,20,3,128.0,1,650,8,14,11,5,5,2,0,1,1,4,,8,0,6,1288.0,312,1969,1969,2009
289,1216,0,0,3,0,3,0,955.0,0.0,1,5,1.0,0.0,3,261.0,1,1,2,0,4,0,4,3,6,6,0,1,1,6,336.0,1.0,1216,0,1,4,2,1750,1,3,3,0,9000,4,3,0,20,3,200.0,1,0,8,14,0,5,6,2,0,1,1,0,,8,0,5,1216.0,0,1969,1969,2009
290,1316,972,0,4,0,3,3,432.0,0.0,2,5,0.0,0.0,2,476.0,1,2,2,0,4,0,2,3,6,6,2,2,1,6,520.0,2.0,2288,2,1,0,5,1751,1,2,3,0,13774,4,0,0,60,3,283.0,1,0,11,14,72,7,7,2,0,1,3,4,,8,156,8,908.0,321,1977,1992,2009
291,864,0,0,2,0,3,3,648.0,0.0,1,5,0.0,1.0,3,216.0,1,2,2,0,4,0,4,3,6,6,0,2,1,6,312.0,1.0,864,0,1,4,2,1752,1,3,3,0,7130,4,3,0,20,3,0.0,2,0,6,12,0,6,5,2,0,1,1,4,,8,0,5,864.0,0,1967,1967,2009
292,1568,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1568.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,440.0,2.0,1568,1,1,4,2,1753,1,3,3,0,9600,4,3,0,20,3,0.0,2,0,3,12,40,5,5,2,0,1,3,4,,0,0,7,1568.0,160,1967,1967,2009
293,1165,896,0,4,0,3,3,698.0,0.0,0,5,0.0,1.0,3,467.0,1,2,2,0,4,0,4,3,9,10,1,1,2,6,498.0,2.0,2061,1,1,2,5,1754,1,3,3,0,9600,4,3,0,60,3,252.0,1,0,5,14,77,5,7,2,0,1,1,0,,0,196,8,1165.0,0,1974,1974,2009
294,1320,0,0,3,0,3,0,962.0,0.0,2,5,0.0,1.0,2,270.0,1,2,2,0,4,0,4,3,6,6,1,1,2,6,495.0,2.0,1320,0,1,1,6,1755,1,3,3,0,16500,4,3,0,85,3,509.0,1,0,5,14,20,5,6,2,0,1,3,4,,8,0,5,1232.0,0,1971,1971,2009
295,894,0,360,2,0,3,3,734.0,0.0,0,5,1.0,0.0,3,160.0,1,2,2,0,4,0,4,3,12,13,1,1,1,6,396.0,2.0,894,0,1,2,2,1756,1,3,3,0,7436,4,3,0,20,3,0.0,2,0,8,12,0,7,4,2,0,1,1,4,,8,0,5,894.0,0,1960,1960,2009
296,864,0,0,3,0,3,3,403.0,0.0,1,5,0.0,0.0,3,461.0,1,2,2,0,4,0,4,3,8,8,0,1,1,6,308.0,1.0,864,0,1,0,2,1757,1,3,3,0,8125,4,3,0,20,3,0.0,2,0,9,12,0,7,5,2,0,1,3,4,,8,0,5,864.0,0,1959,1959,2009
297,1362,0,0,3,0,3,3,775.0,0.0,1,5,1.0,0.0,3,265.0,1,2,2,0,4,84,4,3,13,14,1,1,1,6,768.0,3.0,1362,0,1,4,2,1758,1,3,3,0,9450,0,0,0,20,3,160.0,1,0,5,12,0,5,4,2,0,1,1,4,,8,0,6,1040.0,0,1957,1957,2009
298,1728,0,0,3,0,3,3,625.0,201.0,1,3,1.0,0.0,3,222.0,1,2,2,0,4,0,2,3,13,14,1,1,2,2,576.0,2.0,1728,0,1,1,2,1759,1,3,3,0,13495,0,0,0,20,3,70.0,1,0,7,12,99,6,5,2,0,1,1,4,,8,0,7,1048.0,0,1956,1956,2009
