,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,NewNeighborhood
759,432,432,0,3,0,0,2,0.0,0.0,5,5,0.0,0.0,1,592.0,1,2,2,0,4,160,4,3,8,8,0,4,1,3,216.0,1.0,864,1,1,0,5,2220,1,1,0,0,9000,4,3,0,70,0,0.0,2,0,6,9,30,6,4,0,0,1,1,4,,8,0,5,592.0,0,1920,1950,2008,1.0,1.0,91,61,864,0,1,1,0,57.25403001667593
760,1648,0,153,2,4,3,1,1476.0,0.0,2,5,1.0,1.0,0,120.0,1,2,2,0,4,0,4,0,5,5,1,2,2,6,525.0,2.0,1648,0,1,0,2,2221,1,0,1,1,3843,4,0,0,120,4,186.0,3,0,8,6,53,5,8,2,0,1,3,5,,6,0,5,1596.0,162,2007,2008,2008,3.0,1.0,4,3,1648,1,0,1,0,111.51973318510284
761,1646,0,0,2,4,3,1,1474.0,0.0,2,5,1.0,1.0,0,120.0,1,2,2,0,4,0,4,2,5,5,1,2,2,6,482.0,2.0,1646,0,1,0,2,2222,1,0,1,1,3811,4,0,0,120,4,174.0,3,0,7,6,53,5,7,2,0,1,3,4,,8,155,5,1594.0,128,2004,2005,2008,3.0,1.0,7,6,1646,1,0,1,0,111.51973318510284
762,2032,0,0,3,0,3,2,700.0,0.0,2,5,1.0,0.0,0,1140.0,1,2,2,0,4,192,4,2,8,8,0,2,3,6,786.0,3.0,2032,0,1,0,2,2223,1,2,3,0,23730,4,1,0,20,3,668.0,1,0,9,11,46,5,7,2,0,1,1,4,,8,0,7,1840.0,0,1996,1997,2008,4.0,0.0,15,14,2032,1,0,1,0,85.32518065591995
763,910,910,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,2,910.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,816.0,3.0,1820,1,1,0,5,2224,1,2,3,0,11050,4,3,0,60,3,0.0,2,0,9,11,32,5,7,2,0,1,1,4,,8,0,8,910.0,318,1996,1997,2008,2.0,1.0,15,14,1820,0,1,1,0,85.32518065591995
764,936,936,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,4,3,9,10,0,1,2,6,484.0,2.0,1872,2,1,4,5,2225,2,3,3,0,10260,4,3,0,90,3,0.0,2,0,11,11,0,4,5,2,0,1,1,0,,8,0,8,0.0,0,1976,1976,2008,2.0,2.0,35,35,1872,0,1,1,0,85.32518065591995
765,1689,0,0,3,0,3,3,1383.0,0.0,0,5,1.0,0.0,2,297.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,432.0,2.0,1689,0,1,2,2,2226,1,3,3,0,9990,4,3,0,20,3,0.0,2,0,7,11,120,5,4,2,0,1,1,4,,8,0,6,1680.0,428,1991,1991,2008,3.0,0.0,20,20,1689,1,0,1,0,85.32518065591995
766,1501,0,0,2,4,3,0,893.0,0.0,2,5,1.0,0.0,2,384.0,1,2,2,0,4,0,4,2,12,13,1,1,2,6,512.0,2.0,1501,0,1,2,2,2227,1,2,3,0,4084,4,0,0,120,3,340.0,1,0,7,23,0,6,7,2,0,1,1,4,,8,0,6,1277.0,240,1986,1986,2008,3.0,0.0,25,25,1501,1,0,1,0,127.00111172873818
767,1537,0,0,3,0,3,1,1036.0,0.0,2,5,1.0,0.0,0,482.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,788.0,3.0,1537,0,1,0,2,2228,1,2,1,0,11563,4,0,0,20,3,258.0,3,0,4,23,26,5,8,2,0,1,3,4,,8,0,8,1518.0,0,2006,2007,2008,3.0,0.0,5,4,1537,1,0,1,0,127.00111172873818
768,920,860,0,3,0,3,0,770.0,0.0,2,5,1.0,0.0,2,150.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,612.0,2.0,1780,1,1,0,5,2229,1,2,1,0,12852,0,0,0,60,3,0.0,2,0,1,23,192,5,8,2,0,1,1,5,,6,0,6,920.0,0,2007,2007,2008,3.0,1.0,4,4,1780,1,1,1,0,127.00111172873818
769,712,730,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,352.0,1,2,2,0,4,0,4,3,12,13,0,2,2,6,400.0,2.0,1442,1,1,2,7,2230,1,3,3,0,9802,4,3,0,80,3,0.0,2,0,4,23,0,5,5,2,0,1,1,4,,8,0,6,352.0,100,2006,2007,2008,2.0,1.0,5,4,1442,0,1,1,0,127.00111172873818
770,796,816,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,796.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,666.0,3.0,1612,1,1,0,5,2231,1,2,1,0,12018,0,0,0,60,3,60.0,3,0,10,23,64,5,7,2,0,1,1,5,,6,0,6,796.0,0,2008,2008,2008,2.0,1.0,3,3,1612,0,1,1,0,127.00111172873818
771,1495,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1495.0,1,2,2,0,4,192,4,3,13,14,1,1,2,6,438.0,2.0,1495,0,1,0,2,2232,1,3,3,0,12890,4,0,0,20,3,128.0,1,0,7,23,0,5,6,2,0,1,1,4,,8,0,8,1495.0,252,1989,1989,2008,2.0,0.0,22,22,1495,0,0,1,0,127.00111172873818
772,1256,0,0,3,0,1,0,920.0,60.0,2,4,0.0,0.0,2,276.0,1,2,2,0,4,0,2,2,9,6,1,1,2,6,578.0,2.0,1256,0,1,0,2,2233,1,2,3,0,18265,0,3,0,20,3,228.0,1,0,3,23,0,5,6,2,0,1,1,4,,8,0,6,1256.0,282,1986,1986,2008,2.0,0.0,25,25,1256,1,0,1,0,127.00111172873818
773,1440,0,0,3,0,3,0,1029.0,0.0,2,5,1.0,0.0,0,403.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,467.0,2.0,1440,0,1,0,2,2234,1,2,3,0,11202,4,0,0,20,3,206.0,1,0,6,23,95,5,8,2,0,1,3,4,,8,0,7,1432.0,185,2003,2003,2008,3.0,0.0,8,8,1440,1,0,1,0,127.00111172873818
774,1675,0,0,3,0,3,2,1223.0,0.0,2,5,1.0,0.0,0,443.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,435.0,2.0,1675,0,1,0,2,2235,1,2,3,0,7915,4,0,0,20,3,0.0,2,0,12,23,52,5,6,2,0,1,3,4,,8,0,6,1666.0,165,1999,2000,2008,3.0,0.0,12,11,1675,1,0,1,0,127.00111172873818
775,1728,0,0,3,0,3,0,1011.0,0.0,2,5,1.0,0.0,2,873.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,520.0,2.0,1728,0,1,0,2,2236,1,2,1,0,11449,4,0,0,20,3,0.0,2,0,1,23,276,5,8,2,0,1,1,4,,8,0,7,1884.0,0,2007,2007,2008,3.0,0.0,4,4,1728,1,0,1,0,127.00111172873818
776,1964,0,0,3,0,3,0,1571.0,0.0,2,5,1.0,0.0,0,393.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,892.0,3.0,1964,1,1,0,2,2237,1,2,3,0,11447,4,0,0,20,3,674.0,1,0,6,23,265,5,8,2,0,1,1,4,,8,0,7,1964.0,0,2005,2006,2008,3.0,1.0,6,5,1964,1,0,1,0,127.00111172873818
777,1344,0,0,2,2,1,1,1309.0,0.0,2,5,2.0,0.0,2,35.0,1,2,2,0,4,0,2,3,12,13,0,2,2,6,784.0,4.0,1344,0,1,0,6,2238,2,3,3,0,8940,0,0,0,90,4,200.0,1,0,11,11,0,5,7,2,0,1,1,2,,8,0,8,1344.0,0,1997,1998,2008,4.0,0.0,14,13,1344,1,0,1,0,85.32518065591995
778,1092,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1092.0,1,1,0,0,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1092,0,1,0,2,2239,1,3,3,0,9278,2,3,0,20,3,0.0,2,0,2,11,52,5,5,2,0,1,1,0,,8,0,5,1092.0,0,2007,2008,2008,1.0,0.0,4,3,1092,0,0,0,0,85.32518065591995
779,1189,0,0,2,4,3,3,864.0,0.0,2,5,1.0,0.0,0,325.0,1,2,2,0,4,0,4,3,12,13,0,2,2,6,392.0,2.0,1189,0,1,0,2,2240,1,3,3,0,4500,2,3,0,120,4,197.0,1,0,4,11,122,5,6,2,0,1,3,4,,8,0,4,1189.0,0,1997,1997,2008,3.0,0.0,14,14,1189,1,0,1,0,85.32518065591995
780,1200,0,0,3,0,3,0,865.0,247.0,0,3,1.0,0.0,2,88.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,850.0,3.0,1200,0,1,2,6,2241,1,3,3,0,14137,0,3,0,85,3,98.0,1,0,11,11,119,5,4,2,0,1,1,4,,3,171,6,1200.0,0,1964,1964,2008,2.0,0.0,47,47,1200,1,0,1,0,85.32518065591995
781,1040,0,0,3,4,3,3,769.0,0.0,2,5,0.0,0.0,2,271.0,1,2,2,0,4,0,4,3,5,5,0,2,1,6,499.0,2.0,1040,0,1,2,2,2242,1,3,3,0,4224,4,3,0,120,4,0.0,2,0,6,10,100,6,5,2,0,1,1,4,,8,0,6,1040.0,0,1975,1975,2008,1.0,0.0,36,36,1040,1,0,1,0,48.91606448026681
782,925,550,0,4,4,3,3,318.0,0.0,0,5,0.0,0.0,2,232.0,1,2,2,0,4,0,4,3,5,5,1,2,2,6,336.0,1.0,1475,0,1,4,5,2243,1,3,3,0,2665,4,3,0,160,4,0.0,2,0,5,10,26,7,5,2,0,1,1,4,,8,0,6,550.0,92,1976,1976,2008,2.0,0.0,35,35,1475,1,1,1,0,48.91606448026681
783,526,462,0,2,3,3,0,501.0,0.0,2,5,1.0,0.0,2,25.0,1,2,2,0,4,0,2,3,5,5,0,1,1,6,297.0,1.0,988,0,1,2,6,2244,1,3,3,0,1974,4,3,0,180,4,0.0,2,0,6,10,101,7,4,2,0,1,1,4,,8,0,5,526.0,120,1973,2006,2008,2.0,0.0,38,5,988,1,1,1,0,48.91606448026681
784,526,462,120,1,3,3,1,437.0,0.0,2,5,1.0,0.0,2,25.0,1,2,2,0,4,0,4,3,5,5,1,1,1,6,297.0,1.0,988,0,1,4,7,2245,1,3,3,0,1596,4,3,0,180,4,0.0,2,0,7,10,101,6,4,2,0,1,1,4,,8,0,4,462.0,0,1973,1973,2008,2.0,0.0,38,38,988,1,1,1,0,48.91606448026681
785,1160,0,0,3,0,3,3,785.0,0.0,0,5,1.0,0.0,3,328.0,1,2,2,0,4,0,2,3,9,10,0,1,1,6,257.0,1.0,1160,0,1,0,2,2246,1,2,3,0,17979,0,0,0,20,3,0.0,2,500,2,11,0,6,5,2,0,1,1,4,,8,0,6,1113.0,81,1968,1968,2008,2.0,0.0,43,43,1160,1,0,1,0,85.32518065591995
786,546,546,0,3,3,3,3,358.0,0.0,2,5,0.0,0.0,3,188.0,1,2,2,0,4,0,2,3,5,5,0,1,2,6,0.0,0.0,1092,1,1,0,5,2247,1,3,3,0,1477,4,3,0,160,4,0.0,2,0,3,10,0,9,6,2,0,1,1,4,,8,0,6,546.0,187,1970,2007,2008,2.0,1.0,41,4,1092,1,1,0,0,48.91606448026681
787,816,0,0,2,0,3,3,534.0,0.0,2,5,0.0,1.0,3,282.0,1,2,2,0,4,0,2,3,12,13,0,1,1,6,264.0,1.0,816,0,1,0,2,2248,1,3,3,0,6490,4,3,0,20,3,0.0,2,0,4,11,0,7,5,2,0,1,1,4,,8,0,4,816.0,315,1983,1983,2008,1.0,1.0,28,28,816,1,0,1,0,85.32518065591995
788,845,0,0,3,0,3,3,638.0,0.0,2,5,0.0,0.0,3,207.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,264.0,1.0,845,0,1,2,2,2249,1,2,3,0,6600,4,3,0,20,3,0.0,2,0,7,11,0,6,5,2,0,1,1,4,,8,0,6,845.0,0,1982,2005,2008,1.0,0.0,29,6,845,1,0,1,0,85.32518065591995
789,889,0,0,3,0,3,3,647.0,0.0,0,5,0.0,0.0,3,217.0,1,2,2,0,4,0,4,3,6,10,0,1,1,6,484.0,2.0,889,0,1,4,2,2250,1,3,3,0,12395,0,3,0,20,3,0.0,2,0,4,11,0,6,5,2,0,1,1,4,,8,0,6,864.0,0,1984,1984,2008,1.0,0.0,27,27,889,1,0,1,0,85.32518065591995
790,1150,686,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,686.0,1,2,2,0,4,0,4,3,13,14,0,0,2,0,288.0,1.0,1836,0,1,0,4,2251,1,3,2,0,56600,4,0,0,70,3,0.0,2,0,1,9,0,1,5,0,0,1,3,4,,8,0,7,686.0,0,1900,1950,2008,2.0,0.0,111,61,1836,0,1,1,0,57.25403001667593
791,1587,0,0,3,0,3,3,838.0,0.0,1,5,0.0,0.0,3,749.0,1,2,2,0,4,0,4,3,8,8,1,1,2,6,525.0,2.0,1587,0,1,4,2,2252,1,3,3,0,10667,4,3,0,20,3,302.0,1,0,3,12,44,6,6,2,0,1,1,4,,8,0,7,1587.0,0,1971,1971,2007,2.0,0.0,40,40,1587,1,0,1,0,77.82101167315176
792,754,630,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,390.0,2.0,1384,1,1,2,7,2253,1,3,1,0,8872,4,0,0,80,3,0.0,2,0,3,8,0,5,6,2,0,1,1,4,,8,0,7,384.0,0,1997,1997,2007,2.0,1.0,14,14,1384,0,1,1,0,100.61145080600333
793,924,770,0,3,0,3,3,186.0,0.0,3,5,0.0,0.0,2,206.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,398.0,2.0,1694,1,1,2,7,2254,1,3,3,0,10147,1,0,0,80,3,32.0,1,0,3,8,64,5,6,2,0,1,1,4,,8,0,7,392.0,256,1994,1994,2007,2.0,1.0,17,17,1694,1,1,1,0,100.61145080600333
794,947,767,0,3,0,3,3,871.0,0.0,0,5,1.0,0.0,2,52.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,451.0,2.0,1714,1,1,2,5,2255,1,3,3,0,8637,4,0,0,60,3,0.0,2,0,4,8,48,5,6,2,0,1,1,0,,8,0,7,923.0,256,1999,2000,2007,3.0,1.0,12,11,1714,1,1,1,0,100.61145080600333
795,691,862,0,3,0,3,3,414.0,0.0,4,5,0.0,0.0,2,277.0,1,2,2,0,4,0,4,2,6,6,0,2,2,6,420.0,2.0,1553,1,1,2,5,2256,1,2,3,0,7875,4,3,0,60,3,0.0,2,0,8,8,44,5,7,2,0,1,1,4,,8,0,6,691.0,0,1996,1996,2007,2.0,1.0,15,15,1553,1,1,1,0,100.61145080600333
796,957,1342,0,5,0,3,3,0.0,0.0,5,5,0.0,0.0,2,938.0,1,2,2,0,4,0,4,3,12,13,1,2,3,6,482.0,2.0,2299,1,1,0,5,2257,1,3,3,0,7500,4,3,0,60,3,0.0,2,0,8,8,30,5,6,2,0,1,1,4,,8,0,7,938.0,188,1999,2003,2007,3.0,1.0,12,8,2299,0,1,1,0,100.61145080600333
797,1187,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1168.0,1,2,2,0,4,0,4,3,6,6,0,2,2,6,420.0,2.0,1187,0,1,2,2,2258,1,2,3,0,9556,0,0,0,20,3,52.0,1,0,8,8,21,5,7,2,0,1,1,4,,8,0,6,1168.0,0,1992,1993,2007,2.0,0.0,19,18,1187,0,0,1,0,100.61145080600333
798,910,732,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,903.0,1,2,2,0,4,0,4,3,6,6,1,2,2,6,392.0,2.0,1642,1,1,2,5,2259,1,3,3,0,7655,1,0,0,60,3,0.0,2,0,7,8,84,5,6,2,0,1,1,4,,8,0,7,903.0,290,1993,1994,2007,2.0,1.0,18,17,1642,0,1,1,0,100.61145080600333
799,1128,0,0,3,0,3,0,550.0,0.0,1,5,1.0,0.0,3,752.0,1,2,2,0,4,246,4,3,6,6,1,1,1,6,480.0,2.0,1128,0,1,1,2,2260,1,3,3,0,18160,4,3,0,20,3,138.0,0,0,3,8,108,6,6,1,0,1,1,2,,8,0,6,1302.0,0,1964,1964,2007,2.0,0.0,47,47,1128,1,0,1,0,100.61145080600333
800,1179,0,0,2,4,3,1,248.0,0.0,2,5,1.0,0.0,2,918.0,1,2,2,0,4,0,4,2,5,5,0,1,2,6,480.0,2.0,1179,0,1,2,2,2261,1,3,3,0,4740,4,0,0,120,3,0.0,2,0,10,22,108,5,8,2,0,1,1,4,,8,135,5,1166.0,0,1988,1988,2007,3.0,0.0,23,23,1179,1,0,1,0,154.53029460811564
801,1321,0,0,1,4,3,1,926.0,0.0,2,5,1.0,0.0,2,386.0,1,2,2,0,4,140,4,2,5,5,1,2,1,6,484.0,2.0,1321,0,1,2,2,2262,1,2,1,0,5118,4,0,0,120,3,0.0,2,0,8,22,64,5,8,2,0,1,1,4,,8,0,4,1312.0,0,1990,1990,2007,2.0,0.0,21,21,1321,1,0,1,0,154.53029460811564
802,1164,1377,0,4,0,3,2,986.0,0.0,2,5,1.0,0.0,0,163.0,1,2,2,0,4,0,4,2,12,13,1,2,3,6,729.0,3.0,2541,1,1,0,5,2263,1,0,3,0,12328,4,0,0,60,3,146.0,3,0,7,22,32,5,8,2,0,1,3,4,,8,0,10,1149.0,120,2005,2005,2007,4.0,1.0,6,6,2541,1,1,1,0,154.53029460811564
803,2338,0,0,4,0,3,0,1101.0,0.0,2,5,1.0,0.0,0,1559.0,1,4,2,0,4,0,4,0,12,13,2,2,2,6,1110.0,3.0,2338,1,1,0,2,2264,1,2,3,0,51974,1,0,0,20,3,710.0,1,0,6,22,135,5,9,2,0,1,3,5,,6,322,8,2660.0,0,2006,2007,2007,3.0,1.0,5,4,2338,1,0,1,0,154.53029460811564
804,1424,0,0,3,1,3,1,1047.0,0.0,0,5,1.0,0.0,2,53.0,1,2,2,0,4,0,4,3,6,6,0,1,1,4,828.0,3.0,1424,1,2,4,2,2265,1,3,3,0,41600,2,0,0,190,3,0.0,2,0,11,8,0,5,5,0,0,1,1,4,,8,0,7,1100.0,144,1969,1990,2007,2.0,1.0,42,21,1424,1,0,1,0,100.61145080600333
805,1612,0,0,2,4,3,1,797.0,0.0,2,5,1.0,0.0,0,815.0,1,2,2,0,4,0,4,2,8,8,1,2,2,6,556.0,2.0,1612,0,1,0,2,2266,1,0,1,0,8035,4,0,0,120,3,165.0,1,0,3,22,164,5,9,2,0,1,1,4,,8,0,6,1612.0,0,2006,2006,2007,3.0,0.0,5,5,1612,1,0,1,0,154.53029460811564
806,2234,0,0,1,0,1,1,1558.0,0.0,2,5,1.0,0.0,0,662.0,1,2,2,0,4,0,4,2,12,13,1,2,1,6,724.0,2.0,2234,1,1,0,2,2267,1,2,1,0,14082,4,0,0,20,3,945.0,1,0,1,22,80,5,8,2,0,1,3,4,,8,0,7,2220.0,390,2006,2006,2007,2.0,1.0,5,5,2234,1,0,1,0,154.53029460811564
807,2042,0,0,3,0,3,1,1152.0,0.0,2,5,1.0,0.0,0,590.0,1,3,3,0,4,0,4,0,5,5,1,2,2,6,724.0,3.0,2042,0,1,0,2,2268,1,0,1,0,13870,4,0,0,20,3,250.0,1,0,10,22,52,5,10,2,0,1,3,5,,6,174,8,1742.0,240,2006,2007,2007,3.0,0.0,5,4,2042,1,0,1,0,154.53029460811564
808,1284,0,0,3,0,3,3,256.0,0.0,2,5,1.0,0.0,2,1028.0,1,2,2,0,4,192,4,3,6,6,0,1,2,6,480.0,2.0,1284,0,1,4,2,2269,1,3,3,0,10960,4,0,0,20,3,0.0,2,0,4,14,0,5,6,2,0,1,3,0,,0,0,5,1284.0,0,1984,1984,2007,3.0,0.0,27,27,1284,1,0,1,0,101.66759310728182
809,725,754,0,3,0,3,3,321.0,0.0,0,5,0.0,0.0,2,404.0,1,2,2,0,4,0,4,2,8,8,1,1,2,6,484.0,2.0,1479,1,1,0,5,2270,1,2,3,0,12090,4,3,0,60,3,306.0,1,0,3,14,72,7,7,2,0,1,1,4,,8,0,6,725.0,167,1981,2003,2007,2.0,1.0,30,8,1479,1,1,1,0,101.66759310728182
810,1664,0,0,3,0,3,3,1328.0,0.0,2,5,1.0,0.0,2,201.0,1,2,2,0,4,0,4,3,9,10,1,1,2,6,663.0,2.0,1664,0,1,4,2,2271,1,2,3,0,12299,4,3,0,20,3,67.0,3,0,9,14,0,6,7,2,0,1,1,4,,8,0,7,1529.0,0,1978,1985,2007,3.0,0.0,33,26,1664,1,0,1,0,101.66759310728182
811,1085,845,0,4,0,3,3,758.0,0.0,0,5,1.0,0.0,2,22.0,1,3,2,0,4,0,4,3,6,10,1,1,2,6,481.0,2.0,1930,1,1,4,5,2272,1,2,3,0,11339,4,0,0,60,3,549.0,1,0,3,14,72,5,7,2,0,6,3,4,,8,0,9,780.0,192,1979,1979,2007,3.0,1.0,32,32,1930,1,1,1,0,101.66759310728182
812,1177,0,0,3,0,3,3,781.0,0.0,0,5,0.0,0.0,2,372.0,1,2,2,0,4,0,4,3,9,10,0,1,2,6,495.0,2.0,1177,0,1,4,2,2273,1,2,3,0,11850,2,3,0,20,3,98.0,1,0,8,14,103,6,6,2,0,1,1,4,,8,0,6,1153.0,204,1984,1984,2007,2.0,0.0,27,27,1177,1,0,1,0,101.66759310728182
813,1353,0,0,2,0,3,3,903.0,0.0,2,5,1.0,0.0,2,356.0,1,2,2,0,4,0,4,3,8,8,1,1,2,6,478.0,2.0,1353,0,1,0,2,2274,1,3,3,0,10400,4,3,0,20,3,253.0,1,0,8,14,141,5,6,2,0,1,1,4,,8,0,5,1259.0,240,1979,1999,2007,3.0,0.0,32,12,1353,1,0,1,0,101.66759310728182
814,1220,0,0,2,0,3,2,492.0,121.0,0,1,0.0,1.0,3,1012.0,1,4,2,0,4,249,4,3,6,6,1,1,2,6,944.0,2.0,1220,0,1,4,2,2275,1,3,3,0,13001,4,0,0,20,3,176.0,1,0,9,14,0,5,6,2,0,1,3,4,,8,0,6,1625.0,0,1971,1971,2007,2.0,1.0,40,40,1220,1,0,1,0,101.66759310728182
815,1324,0,0,3,0,3,1,624.0,604.0,2,4,0.0,1.0,2,0.0,1,4,2,0,4,0,4,3,9,10,1,1,2,6,585.0,2.0,1324,0,1,4,7,2276,1,2,3,0,8991,1,0,0,80,3,130.0,3,0,2,14,36,6,7,2,0,1,1,4,,8,0,5,1228.0,407,1976,1976,2007,2.0,1.0,35,35,1324,1,0,1,0,101.66759310728182
816,1084,793,0,4,0,3,3,931.0,153.0,0,3,1.0,0.0,3,0.0,1,4,2,0,4,0,4,3,6,6,1,1,2,6,488.0,2.0,1877,1,1,4,5,2277,1,3,3,0,8000,4,3,0,60,3,0.0,2,0,11,14,96,6,6,2,0,1,1,4,,8,0,8,1084.0,0,1974,1974,2007,3.0,1.0,37,37,1877,1,1,1,0,101.66759310728182
817,1422,0,0,3,0,3,3,566.0,0.0,0,5,1.0,0.0,3,359.0,1,2,2,0,4,0,4,3,8,8,0,1,1,3,576.0,2.0,1422,0,1,4,2,2278,1,3,3,0,9457,4,3,0,20,3,0.0,2,0,9,12,0,6,5,2,0,1,1,4,,8,0,7,925.0,252,1970,1990,2007,2.0,0.0,41,21,1422,1,0,1,0,77.82101167315176
818,914,0,0,3,0,3,3,81.0,619.0,0,2,0.0,0.0,3,214.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,368.0,1.0,914,0,1,0,2,2279,1,0,3,0,7920,4,3,0,20,3,32.0,1,0,10,12,0,5,5,2,0,1,1,4,,8,0,5,914.0,120,1970,2002,2007,1.0,0.0,41,9,914,1,0,1,0,77.82101167315176
819,914,0,0,2,0,3,3,314.0,0.0,0,5,0.0,0.0,3,600.0,1,2,2,0,4,0,2,3,8,8,0,0,1,6,270.0,1.0,914,0,1,0,2,2280,1,3,3,0,17199,2,3,0,20,3,0.0,2,0,7,12,0,7,4,2,0,1,1,4,,8,0,4,914.0,140,1961,1961,2007,1.0,0.0,50,50,914,1,0,1,0,77.82101167315176
820,1337,0,0,2,4,3,2,0.0,0.0,5,5,0.0,0.0,2,1337.0,1,2,2,0,4,0,4,2,8,8,1,2,2,6,511.0,2.0,1337,0,1,0,2,2281,1,2,3,0,4113,4,0,0,120,2,0.0,2,0,7,12,68,5,6,2,0,1,1,4,,8,0,5,1337.0,136,2001,2001,2007,2.0,0.0,10,10,1337,0,0,1,0,77.82101167315176
821,1337,0,0,2,4,3,3,930.0,0.0,2,5,1.0,0.0,2,475.0,1,2,2,0,4,0,4,2,8,8,1,2,2,6,522.0,2.0,1337,0,1,0,2,2282,1,2,3,0,10943,2,1,0,120,2,0.0,2,0,10,12,68,5,6,2,0,1,1,4,,8,0,5,1405.0,0,1997,1998,2007,3.0,0.0,14,13,1337,1,0,1,0,77.82101167315176
822,525,567,0,3,3,3,3,312.0,0.0,0,5,0.0,0.0,3,213.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,264.0,1.0,1092,1,1,4,5,2283,1,3,3,0,2205,4,3,0,160,4,567.0,1,0,2,2,0,6,6,2,0,1,1,4,,8,0,6,525.0,144,1973,1973,2007,1.0,1.0,38,38,1092,1,1,1,0,58.92162312395776
823,672,546,0,4,3,3,3,0.0,0.0,5,5,0.0,0.0,3,672.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,264.0,1.0,1218,1,1,0,5,2284,1,0,3,0,2058,4,3,0,160,4,265.0,1,0,12,2,28,5,6,2,0,1,1,4,,8,0,7,672.0,0,1973,1973,2007,1.0,1.0,38,38,1218,0,1,1,0,58.92162312395776
824,1055,0,0,2,3,3,3,632.0,6.0,2,5,0.0,0.0,2,423.0,1,2,2,0,4,0,4,3,9,2,0,1,2,6,319.0,1.0,1055,0,1,4,2,2285,1,3,3,0,2304,4,3,0,120,3,0.0,2,0,4,13,32,7,7,2,0,1,1,4,,8,0,4,1061.0,108,1978,1978,2007,2.0,0.0,33,33,1055,1,0,1,0,81.1561978877154
825,988,0,0,3,0,3,3,725.0,0.0,1,5,1.0,0.0,3,263.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,360.0,1.0,988,0,1,4,2,2286,1,3,3,0,7150,4,3,0,20,3,52.0,1,0,11,12,0,6,5,2,0,1,3,4,,8,0,5,988.0,0,1966,1966,2007,2.0,0.0,45,45,988,1,0,1,0,77.82101167315176
826,1816,0,0,3,0,3,1,1151.0,0.0,2,5,1.0,0.0,0,639.0,1,2,2,0,4,0,4,0,12,13,1,2,2,6,730.0,3.0,1816,0,1,0,2,2287,1,0,3,0,12469,2,3,0,20,3,378.0,3,0,8,16,36,5,9,2,0,1,3,5,,6,0,7,1790.0,186,2006,2007,2007,3.0,0.0,5,4,1816,1,0,1,0,175.09727626459144
