,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,SalePriceLog,NewNeighborhood
779,1004,0,0,2,2,3,1,975.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,9,7,0,1,1,6,504.0,2.0,1004,0,1,4,6,780,1,3,3,0,10530,4,3,0,90,3,90.0,1,0,5,11,0,5,6,2,0,1,1,4,135000.0,8,0,4,975.0,0,1977,1977,2006,2.0,0.0,34,34,1004,1,0,1,0,11.813030057420567,85.32518065591995
780,1253,0,0,3,0,1,3,0.0,0.0,5,5,0.0,0.0,2,1237.0,1,2,2,1,4,0,4,3,6,6,1,2,2,6,402.0,2.0,1253,0,1,2,2,781,1,3,3,0,7875,4,3,0,20,3,38.0,1,0,6,8,21,5,7,2,0,1,1,4,176000.0,8,0,6,1237.0,220,1995,1996,2007,2.0,0.0,16,15,1253,0,0,1,0,12.078239274020289,100.61145080600333
781,810,793,0,3,0,3,3,387.0,0.0,0,5,0.0,0.0,2,374.0,1,2,2,1,4,0,2,2,12,13,0,2,2,6,484.0,2.0,1603,1,1,0,5,782,1,2,3,0,7153,4,3,0,60,3,0.0,2,0,7,20,124,5,6,2,0,1,1,4,175900.0,8,0,7,761.0,0,1992,1992,2006,2.0,1.0,19,19,1603,1,1,1,0,12.077670930725649,100.0
782,1430,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1413.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,605.0,2.0,1430,0,1,0,2,783,1,2,3,0,16285,4,1,0,20,3,0.0,2,0,6,5,33,5,7,2,0,1,1,4,187100.0,8,0,6,1413.0,0,2001,2002,2009,2.0,0.0,10,9,1430,0,0,1,0,12.139398512262181,109.61645358532519
783,1110,0,0,1,0,3,0,1097.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,1,4,0,2,3,9,10,1,2,1,6,602.0,2.0,1110,0,1,0,6,784,1,2,3,0,9101,0,0,0,85,3,104.0,1,0,7,11,30,6,5,2,0,1,1,4,165500.0,8,0,4,1097.0,303,1978,1978,2009,2.0,0.0,33,33,1110,1,0,1,0,12.016726473799254,85.32518065591995
784,742,742,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,742.0,1,2,2,1,4,134,4,3,13,15,1,1,2,6,0.0,0.0,1484,0,1,0,4,785,1,3,3,0,6300,4,3,0,75,4,0.0,2,0,6,17,291,6,6,2,0,1,1,4,128000.0,8,0,9,742.0,0,1914,2001,2008,2.0,0.0,97,10,1484,0,1,0,0,11.759785542901755,66.14785992217898
785,1342,0,0,3,0,3,3,251.0,630.0,4,3,0.0,0.0,3,491.0,1,1,2,1,4,0,4,3,3,14,1,1,2,6,457.0,2.0,1342,0,1,4,2,786,1,3,3,0,9790,4,3,0,20,3,0.0,2,0,9,14,0,5,6,2,0,1,1,4,161500.0,8,197,7,1372.0,0,1967,1967,2009,2.0,0.0,44,44,1342,1,0,1,0,11.992260421644849,101.66759310728182
786,966,686,0,4,0,3,3,686.0,0.0,3,5,1.0,0.0,1,0.0,1,0,2,1,4,196,2,3,8,8,0,2,2,6,416.0,1.0,1652,0,1,4,0,787,1,3,3,0,10800,4,3,0,50,4,0.0,2,1200,6,17,0,6,5,2,0,1,1,4,139000.0,8,0,7,686.0,0,1915,1950,2010,3.0,0.0,96,61,1652,1,1,1,0,11.842229212112828,66.14785992217898
787,956,1128,0,4,0,3,3,656.0,0.0,2,5,1.0,0.0,2,300.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,618.0,2.0,2084,1,1,0,5,788,1,2,3,0,10142,4,0,0,60,3,0.0,2,0,1,20,45,5,7,2,0,1,1,4,233000.0,8,0,8,956.0,0,2004,2004,2010,3.0,1.0,7,7,2084,1,1,1,0,12.358793732547838,100.0
788,901,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,901.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,281.0,1.0,901,0,1,0,2,789,1,3,3,0,6000,0,3,0,20,4,0.0,2,0,8,17,0,7,4,2,0,1,1,4,107900.0,8,0,4,901.0,0,1954,2000,2008,1.0,0.0,57,11,901,0,0,1,0,11.588960151246226,66.14785992217898
789,976,1111,0,5,0,0,1,568.0,0.0,3,5,0.0,0.0,3,264.0,1,2,2,1,4,0,4,3,6,6,0,1,2,6,444.0,2.0,2087,1,1,2,5,790,1,2,2,0,12205,4,0,0,60,3,157.0,1,0,7,4,168,8,6,2,0,1,1,4,187500.0,8,0,9,832.0,133,1966,2007,2007,2.0,1.0,45,4,2087,1,1,1,0,12.141534124392603,111.31183991106171
790,1145,0,0,2,4,3,3,16.0,0.0,2,5,0.0,0.0,2,1129.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,397.0,2.0,1145,0,1,0,2,791,1,2,3,0,3182,4,3,0,120,3,11.0,1,0,9,0,16,5,7,2,0,1,1,4,160200.0,8,0,5,1145.0,100,2005,2006,2009,2.0,0.0,6,5,1145,1,0,1,0,11.984178313616395,106.17009449694275
791,1062,0,0,3,0,3,0,539.0,0.0,0,5,1.0,0.0,2,490.0,1,2,2,1,4,0,4,3,6,6,2,2,1,6,539.0,2.0,1062,0,1,4,7,792,1,3,3,0,11333,0,0,0,80,3,0.0,2,0,5,11,0,5,6,2,0,1,1,4,146800.0,8,0,5,1029.0,120,1976,1976,2007,2.0,0.0,35,35,1062,1,0,1,0,11.896826395162552,85.32518065591995
792,1127,886,0,3,0,3,0,862.0,0.0,2,5,1.0,0.0,2,255.0,1,2,2,1,4,0,4,2,8,8,1,2,2,6,455.0,2.0,2013,1,1,0,5,793,1,3,3,0,9920,1,0,0,60,3,0.0,2,0,6,15,130,5,7,2,0,1,1,4,269790.0,8,0,8,1117.0,180,1996,1997,2007,3.0,1.0,15,14,2013,1,1,1,0,12.50539915757667,167.59310728182325
793,1496,0,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,1496.0,1,2,2,1,4,0,4,2,5,5,0,2,2,6,474.0,2.0,1496,0,1,0,2,794,1,2,3,0,9158,4,3,0,20,3,140.0,3,0,6,21,130,5,8,2,0,1,1,5,225000.0,6,0,7,1496.0,168,2007,2007,2007,2.0,0.0,4,4,1496,0,0,1,0,12.323855681186558,125.34741523068371
794,1086,809,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,712.0,1,2,2,1,4,0,4,2,8,8,1,2,2,6,409.0,2.0,1895,1,1,0,5,795,1,2,3,0,10832,0,0,0,60,3,0.0,2,500,10,8,46,5,7,2,0,1,1,4,194500.0,8,0,7,712.0,143,1994,1996,2008,2.0,1.0,17,15,1895,0,1,1,0,12.178187442040638,100.61145080600333
795,888,676,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,650.0,1,2,2,1,4,0,4,3,6,6,1,1,2,6,476.0,2.0,1564,1,1,4,5,796,1,3,3,0,8400,4,3,0,60,3,130.0,1,0,4,20,50,6,6,2,0,1,1,4,171000.0,8,204,7,650.0,0,1980,1981,2010,2.0,1.0,31,30,1564,0,1,1,0,12.049418835484797,100.0
796,1285,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,660.0,1,2,2,1,4,0,4,3,9,10,1,1,1,6,528.0,2.0,1285,1,1,0,2,797,1,3,3,0,8197,4,3,0,20,3,148.0,1,0,4,19,0,5,6,2,0,1,1,4,143500.0,8,0,7,660.0,138,1977,1977,2007,1.0,1.0,34,34,1285,0,0,1,0,11.874090314181814,75.04168982768205
797,773,0,0,2,0,3,3,570.0,0.0,1,5,0.0,0.0,3,203.0,1,2,2,1,4,0,4,3,12,13,0,1,1,6,240.0,1.0,773,0,1,2,2,798,1,3,3,0,7677,4,3,0,20,3,0.0,2,0,4,12,0,5,5,2,0,1,1,0,110000.0,8,0,4,773.0,0,1953,1953,2008,1.0,0.0,58,58,773,1,0,1,0,11.608235644774552,77.82101167315176
798,1966,1174,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,0,1926.0,1,2,2,1,4,0,4,0,12,13,2,2,3,6,820.0,3.0,3140,1,1,0,5,799,1,0,3,0,13518,4,3,0,60,3,860.0,3,0,7,16,78,5,9,2,0,1,3,5,485000.0,6,0,11,1926.0,144,2008,2009,2009,3.0,1.0,3,2,3140,0,1,1,0,13.091904169919621,175.09727626459144
799,981,787,0,3,0,3,3,569.0,0.0,0,5,1.0,0.0,2,162.0,1,1,2,1,4,264,4,3,13,14,2,0,1,6,240.0,1.0,1768,1,1,0,0,800,1,2,3,0,7200,0,3,0,50,3,252.0,1,0,6,18,0,7,5,2,0,1,1,4,175000.0,8,0,7,731.0,0,1937,1950,2007,2.0,1.0,74,61,1768,1,1,1,0,12.072541252905651,77.54307948860479
800,616,1072,0,4,0,3,1,462.0,0.0,2,5,1.0,0.0,2,154.0,1,1,2,1,4,185,4,3,12,13,0,2,2,6,603.0,2.0,1688,1,1,2,5,801,1,2,1,1,12798,4,0,0,60,3,0.0,2,400,5,4,114,5,6,2,0,1,1,4,200000.0,8,0,8,616.0,403,1997,1997,2008,3.0,1.0,14,14,1688,1,1,1,0,12.206072645530174,111.31183991106171
801,1196,0,0,2,0,3,3,197.0,0.0,3,5,1.0,0.0,3,999.0,1,2,2,1,0,0,4,3,8,8,0,1,1,6,440.0,2.0,1196,0,1,0,2,802,1,3,3,0,4800,4,3,0,30,4,0.0,2,0,7,9,0,7,4,2,0,1,1,4,109900.0,8,0,5,1196.0,0,1916,1990,2007,2.0,0.0,95,21,1196,1,0,1,0,11.607326140391713,57.25403001667593
802,728,728,0,3,0,3,0,648.0,0.0,2,5,1.0,0.0,2,80.0,1,2,2,1,4,0,4,2,14,15,1,2,2,6,410.0,2.0,1456,1,1,0,5,803,1,2,3,0,8199,4,3,0,60,3,0.0,2,0,10,5,18,5,7,2,0,1,1,4,189000.0,8,0,7,728.0,36,2005,2005,2008,3.0,1.0,6,6,1456,1,1,1,0,12.14950229404178,109.61645358532519
803,1734,1088,0,4,0,3,1,0.0,0.0,5,5,0.0,0.0,0,1734.0,1,2,2,1,4,0,4,0,12,13,1,2,3,6,1020.0,3.0,2822,1,1,0,5,804,1,0,3,0,13891,4,3,0,60,3,424.0,3,0,1,16,170,5,9,2,0,1,3,5,582933.0,6,192,12,1734.0,52,2008,2009,2009,3.0,1.0,3,2,2822,0,1,1,0,13.275827535915461,175.09727626459144
804,1128,0,0,2,0,3,3,812.0,0.0,3,5,0.0,0.0,3,124.0,1,2,2,1,4,0,4,3,13,14,0,1,1,2,286.0,1.0,1128,0,1,4,2,805,1,3,3,0,9000,4,3,0,20,3,0.0,2,0,6,12,0,5,5,2,0,1,1,3,118000.0,8,0,5,936.0,0,1954,1954,2006,1.0,0.0,57,57,1128,1,0,1,0,11.678439903447801,77.82101167315176
805,1428,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1417.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,554.0,2.0,1428,0,1,0,2,806,1,0,3,0,12274,2,0,0,20,3,256.0,3,0,7,21,60,5,7,2,0,1,1,5,227680.0,6,0,6,1417.0,0,2008,2008,2008,2.0,0.0,3,3,1428,0,0,1,0,12.33569641332368,125.34741523068371
806,980,0,0,3,0,3,0,400.0,480.0,0,4,0.0,0.0,3,100.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,384.0,1.0,980,0,1,2,7,807,1,3,3,0,9750,4,3,0,80,3,0.0,2,0,10,12,0,5,5,2,0,1,1,4,135500.0,8,0,6,980.0,68,1967,1967,2006,2.0,0.0,44,44,980,1,0,1,0,11.816726919301892,77.82101167315176
807,1072,504,0,3,0,3,1,1309.0,0.0,2,5,2.0,0.0,3,15.0,1,2,2,1,4,0,4,3,13,14,1,1,1,6,528.0,2.0,1576,1,1,0,5,808,1,2,3,0,21384,4,3,0,70,3,0.0,2,0,5,3,312,6,5,2,0,1,1,4,223500.0,8,0,6,1324.0,0,1923,2004,2009,3.0,1.0,88,7,1576,1,1,1,0,12.31716669303576,69.09394107837687
808,1086,0,0,3,0,3,0,516.0,128.0,0,1,1.0,0.0,3,380.0,1,2,2,1,4,0,4,3,12,13,1,1,1,6,484.0,2.0,1086,0,1,4,7,809,1,3,3,0,13400,4,3,0,80,3,1047.0,1,0,6,12,0,5,5,2,0,1,1,4,159950.0,8,0,6,1024.0,0,1966,1966,2006,2.0,0.0,45,45,1086,1,0,1,0,11.982616545377663,77.82101167315176
809,1075,1063,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,849.0,0,2,2,1,0,0,4,3,0,0,0,2,2,6,360.0,2.0,2138,0,1,4,4,810,3,3,3,0,8100,0,3,0,75,4,0.0,2,0,11,17,156,5,5,0,0,1,3,4,106000.0,8,0,11,849.0,40,1898,1965,2009,2.0,0.0,113,46,2138,0,1,1,0,11.571194373094205,66.14785992217898
810,1309,0,0,3,0,3,3,663.0,377.0,0,3,1.0,0.0,3,0.0,1,2,2,1,4,0,4,3,6,6,1,1,1,6,484.0,2.0,1309,1,1,1,2,811,1,2,3,0,10140,4,3,0,20,3,99.0,1,0,1,14,0,6,6,2,648,1,3,4,181000.0,8,0,5,1040.0,265,1974,1999,2006,2.0,1.0,37,12,1309,1,0,1,1,12.106252310247962,101.66759310728182
811,848,0,0,1,4,3,1,662.0,0.0,2,5,1.0,0.0,2,186.0,1,2,2,1,4,0,4,2,12,13,1,2,1,6,420.0,2.0,848,0,1,0,2,812,1,2,3,0,4438,4,3,0,120,4,169.0,1,0,6,5,0,5,6,2,0,1,1,4,144500.0,3,0,4,848.0,140,2004,2004,2008,2.0,0.0,7,7,848,1,0,1,0,11.881034786534624,109.61645358532519
812,1044,0,0,2,0,3,0,0.0,0.0,5,5,0.0,0.0,3,540.0,0,2,2,1,0,0,4,1,13,14,0,1,1,6,504.0,2.0,1044,0,1,4,2,813,1,1,0,1,8712,4,3,0,20,0,0.0,2,54,6,9,0,5,5,0,0,1,3,2,55993.0,8,0,4,540.0,0,1952,1952,2010,1.0,0.0,59,59,1044,0,0,1,0,10.932981961904135,57.25403001667593
813,1442,0,0,4,0,3,3,608.0,0.0,4,5,0.0,0.0,3,834.0,1,2,2,1,4,275,4,3,8,8,0,1,1,6,301.0,1.0,1442,1,1,2,2,814,1,3,3,0,9750,4,3,0,20,3,243.0,1,500,4,12,0,6,6,2,0,1,1,4,157900.0,0,0,7,1442.0,0,1958,1958,2007,1.0,1.0,53,53,1442,1,0,1,0,11.969717200243734,77.82101167315176
814,686,564,0,3,0,3,3,0.0,0.0,5,5,0.0,1.0,3,686.0,1,2,2,1,4,96,4,3,11,12,0,0,1,6,280.0,1.0,1250,1,2,2,0,815,1,1,3,0,8248,4,3,0,50,3,0.0,2,0,7,7,0,7,5,1,0,1,1,4,116000.0,8,0,7,686.0,207,1918,1950,2006,1.0,2.0,93,61,1250,0,1,1,0,11.661345470088502,67.67648693718733
815,1661,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1649.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,598.0,2.0,1661,0,1,0,2,816,1,2,3,0,12137,1,1,0,20,3,442.0,1,0,5,5,34,5,7,2,0,1,1,4,224900.0,8,0,6,1649.0,0,1998,1998,2010,2.0,0.0,13,13,1661,0,0,1,0,12.323411137947407,109.61645358532519
816,1008,0,0,2,0,3,3,486.0,0.0,1,5,0.0,0.0,3,522.0,1,2,2,1,4,120,4,3,3,3,1,1,1,6,275.0,1.0,1008,0,1,2,2,817,1,3,3,0,11425,0,0,0,20,3,0.0,2,0,7,12,0,6,5,2,0,1,1,4,137000.0,8,0,4,1008.0,0,1954,1954,2006,1.0,0.0,57,57,1008,1,0,1,0,11.827736204810263,77.82101167315176
817,1689,0,0,3,0,3,3,1218.0,0.0,2,5,1.0,0.0,2,350.0,1,2,2,1,4,0,4,2,5,5,2,2,2,6,857.0,3.0,1689,0,1,0,2,818,1,2,3,0,13265,1,0,0,20,3,148.0,1,0,7,11,59,5,8,2,0,1,3,4,271000.0,8,0,7,1568.0,150,2002,2002,2008,3.0,0.0,9,9,1689,1,0,1,0,12.509874099861838,85.32518065591995
818,1052,0,0,3,0,3,0,504.0,0.0,2,5,1.0,0.0,3,506.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,440.0,2.0,1052,0,1,2,7,819,1,3,3,0,8816,4,3,0,80,3,80.0,1,0,6,4,0,7,6,2,0,1,1,4,155000.0,8,0,6,1010.0,0,1971,1971,2010,2.0,0.0,40,40,1052,1,0,1,0,11.951180395901384,111.31183991106171
819,1358,0,0,2,4,3,2,733.0,0.0,2,5,1.0,0.0,2,625.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,484.0,2.0,1358,0,1,0,2,820,1,2,3,0,6371,4,0,0,120,3,128.0,3,0,6,16,35,5,7,2,0,1,1,5,224000.0,6,0,6,1358.0,192,2009,2010,2010,3.0,0.0,2,1,1358,1,0,1,0,12.319401330837177,175.09727626459144
820,798,842,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,798.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,595.0,2.0,1640,1,1,0,5,821,1,2,3,0,7226,1,0,0,60,3,0.0,2,0,6,5,45,5,7,2,0,1,1,4,183000.0,8,0,6,798.0,0,2003,2003,2008,2.0,1.0,8,8,1640,0,1,1,0,12.117241431823558,109.61645358532519
821,936,0,0,2,1,3,3,0.0,0.0,5,5,0.0,0.0,1,936.0,0,2,2,1,4,112,4,1,8,8,0,1,1,3,576.0,2.0,936,0,1,4,2,822,1,3,0,1,6000,4,3,0,20,4,0.0,2,0,2,17,32,4,4,2,0,1,1,4,93000.0,8,0,4,936.0,0,1953,1953,2009,1.0,0.0,58,58,936,0,0,1,0,11.440354772135393,66.14785992217898
822,847,886,0,3,0,3,1,0.0,0.0,5,5,0.0,0.0,2,847.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,433.0,2.0,1733,1,1,0,5,823,1,2,3,0,12394,0,0,0,60,3,0.0,2,0,10,8,48,5,7,2,0,1,1,3,225000.0,8,0,7,847.0,100,2003,2003,2007,2.0,1.0,8,8,1733,0,1,1,0,12.323855681186558,100.61145080600333
823,944,545,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,778.0,1,2,2,1,4,0,4,3,12,13,1,0,2,6,240.0,1.0,1489,0,1,4,0,824,1,3,3,0,9900,4,3,0,50,3,0.0,2,0,7,18,0,7,6,2,0,1,1,4,139500.0,8,0,7,778.0,335,1940,1950,2009,2.0,0.0,71,61,1489,0,1,1,0,11.845819880243557,77.54307948860479
824,1489,0,0,3,0,1,3,0.0,0.0,5,5,0.0,0.0,2,1489.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,776.0,2.0,1489,0,1,0,2,825,1,2,3,0,11216,4,3,0,20,1,0.0,2,0,6,21,140,5,8,2,0,1,1,5,232600.0,6,0,7,1489.0,0,2006,2006,2006,2.0,0.0,5,5,1489,0,0,1,0,12.3570755190667,125.34741523068371
825,2084,0,0,2,0,3,0,1636.0,0.0,2,5,1.0,0.0,0,442.0,1,4,4,1,4,0,4,0,5,5,1,2,2,6,1220.0,3.0,2084,0,1,0,2,826,1,0,3,0,14803,4,3,0,20,3,816.0,1,0,6,16,45,5,10,2,0,1,3,5,385000.0,6,0,7,2078.0,188,2007,2008,2008,3.0,0.0,4,3,2084,1,0,1,0,12.86099861326992,175.09727626459144
826,784,0,0,2,0,3,3,784.0,0.0,0,5,1.0,0.0,3,0.0,1,2,2,1,4,116,4,3,8,8,0,0,1,6,0.0,0.0,784,0,1,2,1,827,1,2,3,0,6130,4,3,0,45,4,0.0,2,0,5,3,0,6,5,2,0,1,1,4,109500.0,8,0,5,784.0,0,1924,1950,2008,2.0,0.0,87,61,784,1,0,0,0,11.603679828238693,69.09394107837687
827,1434,0,0,3,0,3,3,20.0,0.0,2,5,0.0,0.0,2,1434.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,527.0,2.0,1434,0,1,0,2,828,1,2,3,0,8529,4,0,0,20,3,0.0,2,0,4,20,39,5,7,2,0,1,1,4,189000.0,8,0,6,1454.0,290,2001,2001,2009,2.0,0.0,10,10,1434,1,0,1,0,12.14950229404178,100.0
828,1160,966,0,3,0,1,1,249.0,764.0,3,0,0.0,1.0,3,0.0,1,2,2,1,4,0,4,3,9,10,0,2,2,3,538.0,2.0,2126,1,1,4,5,829,1,3,2,2,28698,1,1,0,60,3,0.0,2,0,6,4,0,5,5,2,0,5,0,0,185000.0,8,225,7,1013.0,486,1967,1967,2009,2.0,2.0,44,44,2126,1,1,1,0,12.128111104060462,111.31183991106171
829,520,623,0,2,3,3,3,0.0,0.0,5,5,0.0,0.0,2,600.0,1,2,2,1,4,0,4,2,8,8,0,2,2,6,480.0,2.0,1223,1,1,0,5,830,1,2,3,0,2544,4,3,80,160,1,0.0,2,0,7,21,166,5,7,2,0,1,1,4,147400.0,8,0,4,600.0,0,2005,2005,2006,2.0,1.0,6,6,1143,0,1,1,0,11.900905258737373,125.34741523068371
830,1392,0,0,3,0,3,3,1040.0,0.0,4,5,1.0,0.0,3,352.0,1,2,2,1,0,0,4,3,6,6,2,1,1,6,458.0,2.0,1392,1,1,4,2,831,1,3,3,0,11900,0,0,0,20,3,387.0,1,0,6,12,0,5,6,2,0,1,1,4,166000.0,8,192,6,1392.0,0,1957,1957,2008,2.0,1.0,54,54,1392,1,0,1,0,12.01974306733868,77.82101167315176
831,520,600,0,2,4,3,3,0.0,0.0,5,5,0.0,0.0,2,600.0,1,2,2,1,4,0,4,3,8,8,0,2,2,6,480.0,2.0,1200,1,1,0,5,832,1,2,3,0,3180,4,3,80,160,1,0.0,2,0,6,21,166,5,7,2,0,1,1,4,151000.0,8,0,4,600.0,0,2005,2005,2006,2.0,1.0,6,6,1120,0,1,1,0,11.925035115797062,125.34741523068371
832,941,888,0,3,0,3,3,483.0,0.0,2,5,1.0,0.0,2,458.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,613.0,2.0,1829,1,1,0,5,833,1,2,3,0,9548,1,0,0,60,3,223.0,1,0,1,5,39,6,7,2,0,1,1,4,237000.0,8,0,7,941.0,192,2003,2003,2010,3.0,1.0,8,8,1829,1,1,1,0,12.375815420117268,109.61645358532519
833,1516,0,0,3,0,3,3,196.0,345.0,4,1,0.0,0.0,3,975.0,1,2,2,1,4,0,4,3,6,10,0,1,1,6,472.0,2.0,1516,1,1,4,2,834,1,3,3,0,10004,4,3,0,20,3,180.0,1,0,2,12,0,6,6,2,0,1,1,4,167000.0,8,152,6,1516.0,0,1964,1964,2009,1.0,1.0,47,47,1516,1,0,1,0,12.025749091398891,77.82101167315176
834,1144,0,0,3,0,3,3,572.0,0.0,4,5,1.0,0.0,3,572.0,1,2,2,1,4,0,4,3,12,13,0,1,1,6,456.0,2.0,1144,0,1,2,2,835,1,3,3,0,7875,4,3,0,20,3,136.0,1,0,9,12,0,6,5,2,0,1,1,4,139950.0,8,0,6,1144.0,0,1961,1961,2008,2.0,0.0,50,50,1144,1,0,1,0,11.8490404949436,77.82101167315176
835,1067,0,0,2,0,3,3,442.0,0.0,1,5,0.0,0.0,2,625.0,1,2,2,1,4,0,4,3,12,6,0,1,2,3,436.0,2.0,1067,0,1,4,2,836,1,2,3,0,9600,4,3,0,20,3,0.0,2,0,2,19,0,7,4,2,0,1,1,4,128000.0,8,0,4,1067.0,290,1950,1995,2010,2.0,0.0,61,16,1067,1,0,1,0,11.759785542901755,75.04168982768205
836,1559,0,0,2,0,3,3,338.0,0.0,4,5,1.0,0.0,3,1221.0,1,2,2,1,4,230,4,3,12,13,0,0,1,3,812.0,2.0,1559,0,1,2,2,837,1,3,3,0,8100,4,3,0,30,4,0.0,2,0,6,17,116,6,5,2,0,1,1,4,153500.0,0,0,5,1559.0,0,1948,1973,2007,2.0,0.0,63,38,1559,1,0,1,0,11.941455846009388,66.14785992217898
837,483,504,0,2,3,3,3,330.0,0.0,1,5,1.0,0.0,3,153.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,264.0,1.0,987,1,1,4,5,838,1,3,3,0,1680,4,3,0,160,4,158.0,1,0,11,2,0,5,6,2,0,1,1,4,100000.0,8,0,5,483.0,0,1973,1973,2008,2.0,1.0,38,38,987,1,1,1,0,11.512925464970229,58.92162312395776
838,1099,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1099.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,352.0,1.0,1099,1,1,0,2,839,1,2,3,0,9525,4,3,0,20,3,0.0,2,0,6,5,0,6,5,2,0,1,1,4,144000.0,8,0,6,1099.0,278,1995,2006,2008,1.0,1.0,16,5,1099,0,0,1,0,11.877568578558138,109.61645358532519
839,768,432,0,3,0,3,3,352.0,0.0,1,5,0.0,0.0,3,416.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,240.0,1.0,1200,0,1,0,0,840,1,3,3,0,11767,4,3,0,50,3,0.0,2,0,5,7,0,6,5,2,0,1,1,4,130500.0,8,0,6,768.0,0,1946,1995,2008,1.0,0.0,65,16,1200,1,1,1,0,11.779128505744886,67.67648693718733
840,810,672,0,4,0,3,3,156.0,0.0,1,5,0.0,0.0,3,516.0,0,2,2,1,4,254,4,3,13,14,0,0,2,6,400.0,1.0,1482,0,1,4,5,841,1,1,3,0,12155,4,0,0,70,2,0.0,2,0,3,18,0,8,6,1,0,1,1,4,140000.0,8,0,7,672.0,0,1925,1950,2008,2.0,0.0,86,61,1482,1,1,1,0,11.84939770159144,77.54307948860479
841,958,581,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,650.0,1,2,2,1,4,68,4,3,8,8,1,2,2,6,686.0,2.0,1539,0,1,2,5,842,1,2,3,0,10440,4,3,0,70,4,0.0,2,0,6,17,78,8,5,1,0,1,1,4,157500.0,8,0,8,650.0,70,1904,2002,2008,2.0,0.0,107,9,1539,0,1,1,0,11.967180737247824,66.14785992217898
842,1165,0,0,3,0,3,1,312.0,539.0,4,0,1.0,0.0,3,276.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,490.0,2.0,1165,1,1,4,7,843,1,3,3,0,9020,4,3,0,80,3,183.0,1,0,5,12,129,7,6,2,0,1,1,4,174900.0,8,0,6,1127.0,0,1966,1966,2008,2.0,1.0,45,45,1165,1,0,1,0,12.071969661006694,77.82101167315176
843,1800,0,0,6,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1800.0,0,0,2,1,4,0,4,3,3,3,0,1,2,6,0.0,0.0,1800,0,1,0,2,844,2,3,3,0,8000,0,3,0,90,3,0.0,2,0,7,12,0,4,5,2,0,1,1,4,141000.0,8,0,10,1800.0,0,1961,1961,2007,2.0,0.0,50,50,1800,0,0,0,0,11.856515169360305,77.82101167315176
